1001,2013/02/07,19356,170.63,14.08,184.71
1002,2013/02/15,9043,158.21,13.05,171.26
1003,2013/02/28,403,9.05,0.75,9.80
1004,2013/02/17,16509,302.72,24.97,327.69
1005,2013/02/23,10292,326.14,26.91,353.05
1006,2013/02/13,8489,212.16,17.50,229.66
1007,2013/02/12,7186,223.87,18.47,242.34
1008,2013/02/27,17328,119.07,9.82,128.89
1009,2013/02/21,8149,328.60,27.11,355.71
1010,2013/02/06,4458,63.29,5.22,68.51
1011,2013/02/09,9649,219.60,18.12,237.72
1012,2013/02/05,13660,194.45,16.04,210.49
1013,2013/02/05,19359,218.76,18.05,236.81
1014,2013/02/23,11339,90.55,7.47,98.02
1015,2013/02/28,12519,387.81,31.99,419.80
1016,2013/02/13,3433,101.41,8.37,109.78
1017,2013/02/27,1918,277.45,22.89,300.34
1018,2013/02/12,13443,220.16,18.16,238.32
1019,2013/02/20,1083,133.72,11.03,144.75
1020,2013/02/12,3904,92.94,7.67,100.61
1021,2013/02/26,12389,96.93,8.00,104.93
1022,2013/02/12,16953,127.22,10.50,137.72
1023,2013/02/20,9231,364.01,30.03,394.04
1024,2013/02/25,10243,25.38,2.09,27.47
1025,2013/02/11,14487,377.90,31.18,409.08
1026,2013/02/24,15410,219.18,18.08,237.26
1027,2013/02/04,6997,45.61,3.76,49.37
1028,2013/02/16,8489,248.89,20.53,269.42
1029,2013/02/22,9608,398.66,32.89,431.55
1030,2013/02/19,19986,366.99,30.28,397.27
1031,2013/02/13,16366,187.36,15.46,202.82
1032,2013/02/28,18380,90.55,7.47,98.02
1033,2013/02/16,18161,97.90,8.08,105.98
1034,2013/02/06,11841,345.20,28.48,373.68
1035,2013/02/17,14282,258.70,21.34,280.04
1036,2013/02/06,16738,390.63,32.23,422.86
1037,2013/02/18,14214,234.32,19.33,253.65
1038,2013/02/17,14256,376.44,31.06,407.50
1039,2013/02/26,4296,318.21,26.25,344.46
1040,2013/02/17,11696,311.47,25.70,337.17
1041,2013/02/08,10604,367.12,30.29,397.41
1042,2013/02/09,15751,167.28,13.80,181.08
1043,2013/02/08,9973,324.62,26.78,351.40
1044,2013/02/08,1648,359.01,29.62,388.63
1045,2013/02/19,19654,22.15,1.83,23.98
1046,2013/02/26,4062,135.33,11.16,146.49
1047,2013/02/26,12070,180.87,14.92,195.79
1048,2013/02/24,5442,383.83,31.67,415.50
1049,2013/02/28,8744,390.66,32.23,422.89
1050,2013/02/24,13232,20.62,1.70,22.32
1051,2013/02/10,18115,32.71,2.70,35.41
1052,2013/02/27,5570,353.68,29.18,382.86
1053,2013/02/18,7490,327.85,27.05,354.90
1054,2013/02/20,18294,320.43,26.44,346.87
1055,2013/02/05,7157,237.14,19.56,256.70
1056,2013/02/01,19751,359.89,29.69,389.58
1057,2013/02/25,10522,264.79,21.85,286.64
1058,2013/02/17,6089,18.73,1.55,20.28
1059,2013/02/13,19142,353.14,29.13,382.27
1060,2013/02/01,6017,220.80,18.22,239.02
1061,2013/02/18,7192,132.75,10.95,143.70
1062,2013/02/07,12535,222.59,18.36,240.95
1063,2013/02/03,17422,34.20,2.82,37.02
1064,2013/02/09,6176,30.16,2.49,32.65
1065,2013/02/16,5367,277.21,22.87,300.08
1066,2013/02/06,11299,264.71,21.84,286.55
1067,2013/02/20,7941,250.83,20.69,271.52
1068,2013/02/16,13064,2.43,0.20,2.63
1069,2013/02/02,14040,35.28,2.91,38.19
1070,2013/02/23,4377,280.04,23.10,303.14
1071,2013/02/06,19135,107.04,8.83,115.87
1072,2013/02/07,15242,61.87,5.10,66.97
1073,2013/02/10,16553,253.22,20.89,274.11
1074,2013/02/03,12489,261.27,21.55,282.82
1075,2013/02/19,14830,328.65,27.11,355.76
1076,2013/02/02,11729,246.87,20.37,267.24
1077,2013/02/05,5920,57.34,4.73,62.07
1078,2013/02/10,171,229.23,18.91,248.14
1079,2013/02/08,4177,175.34,14.47,189.81
1080,2013/02/03,9638,232.13,19.15,251.28
1081,2013/02/12,4066,38.01,3.14,41.15
1082,2013/02/22,6514,127.62,10.53,138.15
1083,2013/02/06,16491,1.08,0.09,1.17
1084,2013/02/23,18594,205.10,16.92,222.02
1085,2013/02/14,3141,243.45,20.08,263.53
1086,2013/02/12,11359,84.93,7.01,91.94
1087,2013/02/12,1269,374.76,30.92,405.68
1088,2013/02/07,18272,44.23,3.65,47.88
1089,2013/02/18,10998,231.08,19.06,250.14
1090,2013/02/10,5202,245.50,20.25,265.75
1091,2013/02/24,6869,256.96,21.20,278.16
1092,2013/02/02,19473,113.92,9.40,123.32
1093,2013/02/11,2954,256.68,21.18,277.86
1094,2013/02/02,15606,148.16,12.22,160.38
1095,2013/02/04,3014,307.73,25.39,333.12
1096,2013/02/02,13324,208.84,17.23,226.07
1097,2013/02/21,12126,209.38,17.27,226.65
1098,2013/02/04,18972,264.06,21.78,285.84
1099,2013/02/25,8044,349.80,28.86,378.66
1100,2013/02/05,5174,204.66,16.88,221.54
1101,2013/02/07,13796,313.47,25.86,339.33
1102,2013/02/08,10016,203.92,16.82,220.74
1103,2013/02/15,4505,306.29,25.27,331.56
1104,2013/02/06,12237,392.49,32.38,424.87
1105,2013/02/07,501,232.45,19.18,251.63
1106,2013/02/18,6920,358.13,29.55,387.68
1107,2013/02/18,5234,40.19,3.32,43.51
1108,2013/02/16,7766,376.05,31.02,407.07
1109,2013/02/10,8781,40.02,3.30,43.32
1110,2013/02/01,8968,236.83,19.54,256.37
1111,2013/02/01,16025,242.69,20.02,262.71
1112,2013/02/03,3621,263.94,21.78,285.72
1113,2013/02/11,18737,272.58,22.49,295.07
1114,2013/02/09,1624,176.65,14.57,191.22
1115,2013/02/26,15328,103.38,8.53,111.91
1116,2013/02/26,19116,370.14,30.54,400.68
1117,2013/02/20,14541,159.60,13.17,172.77
1118,2013/02/21,3843,74.80,6.17,80.97
1119,2013/02/17,14780,375.85,31.01,406.86
1120,2013/02/21,1356,154.29,12.73,167.02
1121,2013/02/09,14555,167.06,13.78,180.84
1122,2013/02/21,1449,197.55,16.30,213.85
1123,2013/02/08,9797,34.67,2.86,37.53
1124,2013/02/14,12447,32.55,2.69,35.24
1125,2013/02/14,8712,56.07,4.63,60.70
1126,2013/02/25,9531,222.02,18.32,240.34
1127,2013/02/15,12585,112.34,9.27,121.61
1128,2013/02/09,13172,122.76,10.13,132.89
1129,2013/02/19,875,29.73,2.45,32.18
1130,2013/02/09,6874,245.21,20.23,265.44
1131,2013/02/05,19508,105.94,8.74,114.68
1132,2013/02/17,1938,257.26,21.22,278.48
1133,2013/02/15,1316,91.82,7.58,99.40
1134,2013/02/07,5138,145.34,11.99,157.33
1135,2013/02/23,10970,84.57,6.98,91.55
1136,2013/02/03,5279,325.87,26.88,352.75
1137,2013/02/19,11916,347.80,28.69,376.49
1138,2013/02/26,15075,238.35,19.66,258.01
1139,2013/02/15,9511,243.03,20.05,263.08
1140,2013/02/18,14521,18.20,1.50,19.70
1141,2013/02/21,15648,83.22,6.87,90.09
1142,2013/02/06,17518,32.64,2.69,35.33
1143,2013/02/11,5417,347.08,28.63,375.71
1144,2013/02/27,2377,41.40,3.42,44.82
1145,2013/02/28,16577,272.20,22.46,294.66
1146,2013/02/10,1300,70.49,5.82,76.31
1147,2013/02/07,17750,227.57,18.77,246.34
1148,2013/02/20,9019,141.31,11.66,152.97
1149,2013/02/24,1095,189.27,15.61,204.88
1150,2013/02/12,5758,46.55,3.84,50.39
1151,2013/02/20,5970,330.72,27.28,358.00
1152,2013/02/25,14184,380.92,31.43,412.35
1153,2013/02/14,10050,277.95,22.93,300.88
1154,2013/02/03,13805,376.03,31.02,407.05
1155,2013/02/03,19262,44.14,3.64,47.78
1156,2013/02/21,8981,178.13,14.70,192.83
1157,2013/02/17,10492,48.49,4.00,52.49
1158,2013/02/06,19517,335.08,27.64,362.72
1159,2013/02/13,13139,265.31,21.89,287.20
1160,2013/02/25,1883,239.48,19.76,259.24
1161,2013/02/09,15251,73.45,6.06,79.51
1162,2013/02/16,19993,132.05,10.89,142.94
1163,2013/02/08,12344,164.37,13.56,177.93
1164,2013/02/26,4450,375.71,31.00,406.71
1165,2013/02/20,10219,90.34,7.45,97.79
1166,2013/02/07,15583,15.63,1.29,16.92
1167,2013/02/02,18750,3.69,0.30,3.99
1168,2013/02/03,16451,228.41,18.84,247.25
1169,2013/02/09,1815,258.53,21.33,279.86
1170,2013/02/06,17184,0.61,0.05,0.66
1171,2013/02/26,12930,167.40,13.81,181.21
1172,2013/02/26,7763,100.37,8.28,108.65
1173,2013/02/05,18972,286.97,23.68,310.65
1174,2013/02/05,11557,301.73,24.89,326.62
1175,2013/02/13,14868,217.73,17.96,235.69
1176,2013/02/28,8170,180.56,14.90,195.46
