8001,2013/09/12,9922,384.52,31.72,416.24
8002,2013/09/05,1039,160.02,13.20,173.22
8003,2013/09/10,7980,279.98,23.10,303.08
8004,2013/09/05,1026,117.96,9.73,127.69
8005,2013/09/15,4389,273.66,22.58,296.24
8006,2013/09/29,19408,218.21,18.00,236.21
8007,2013/09/26,4883,337.91,27.88,365.79
8008,2013/09/22,9811,276.44,22.81,299.25
8009,2013/09/16,7271,121.42,10.02,131.44
8010,2013/09/18,19374,82.60,6.81,89.41
8011,2013/09/06,12438,297.44,24.54,321.98
8012,2013/09/16,7636,325.22,26.83,352.05
8013,2013/09/16,1532,97.35,8.03,105.38
8014,2013/09/30,14559,337.14,27.81,364.95
8015,2013/09/26,13068,113.85,9.39,123.24
8016,2013/09/10,17958,27.54,2.27,29.81
8017,2013/09/30,17313,339.29,27.99,367.28
8018,2013/09/05,14013,246.81,20.36,267.17
8019,2013/09/15,18519,64.66,5.33,69.99
8020,2013/09/01,703,208.22,17.18,225.40
8021,2013/09/20,10075,230.66,19.03,249.69
8022,2013/09/03,16948,368.35,30.39,398.74
8023,2013/09/05,8308,395.59,32.64,428.23
8024,2013/09/22,14138,239.15,19.73,258.88
8025,2013/09/24,14732,289.80,23.91,313.71
8026,2013/09/22,17612,49.81,4.11,53.92
8027,2013/09/20,6775,92.46,7.63,100.09
8028,2013/09/24,15337,25.56,2.11,27.67
8029,2013/09/17,18748,273.56,22.57,296.13
8030,2013/09/11,19019,112.22,9.26,121.48
8031,2013/09/30,6162,148.53,12.25,160.78
8032,2013/09/23,10114,124.10,10.24,134.34
8033,2013/09/18,11700,213.36,17.60,230.96
8034,2013/09/09,2979,109.53,9.04,118.57
8035,2013/09/29,7291,363.73,30.01,393.74
8036,2013/09/16,13324,255.73,21.10,276.83
8037,2013/09/15,14113,230.29,19.00,249.29
8038,2013/09/18,4809,86.10,7.10,93.20
8039,2013/09/22,18424,60.05,4.95,65.00
8040,2013/09/16,19486,132.78,10.95,143.73
8041,2013/09/13,11287,31.47,2.60,34.07
8042,2013/09/29,8837,375.22,30.96,406.18
8043,2013/09/23,13952,354.60,29.25,383.85
8044,2013/09/14,15068,158.80,13.10,171.90
8045,2013/09/20,11532,79.99,6.60,86.59
8046,2013/09/23,976,320.18,26.41,346.59
8047,2013/09/27,14013,84.46,6.97,91.43
8048,2013/09/30,14836,56.37,4.65,61.02
8049,2013/09/11,7942,221.49,18.27,239.76
8050,2013/09/11,16792,16.92,1.40,18.32
8051,2013/09/15,4496,230.75,19.04,249.79
8052,2013/09/20,14209,163.58,13.50,177.08
8053,2013/09/27,11921,269.02,22.19,291.21
8054,2013/09/12,1645,19.97,1.65,21.62
8055,2013/09/29,14431,227.30,18.75,246.05
8056,2013/09/26,17685,239.83,19.79,259.62
8057,2013/09/18,12614,233.09,19.23,252.32
8058,2013/09/05,11502,235.28,19.41,254.69
8059,2013/09/03,17018,384.99,31.76,416.75
8060,2013/09/21,13794,249.47,20.58,270.05
8061,2013/09/11,8142,309.99,25.57,335.56
8062,2013/09/01,4572,31.59,2.61,34.20
8063,2013/09/22,8141,87.99,7.26,95.25
8064,2013/09/21,3266,33.69,2.78,36.47
8065,2013/09/02,3479,294.99,24.34,319.33
8066,2013/09/24,12898,281.47,23.22,304.69
8067,2013/09/28,2964,71.52,5.90,77.42
