5001,2013/06/08,15441,8.36,0.69,9.05
5002,2013/06/14,8400,25.72,2.12,27.84
5003,2013/06/30,8959,218.22,18.00,236.22
5004,2013/06/21,11278,295.03,24.34,319.37
5005,2013/06/10,9859,225.79,18.63,244.42
5006,2013/06/25,19285,130.26,10.75,141.01
5007,2013/06/19,6712,280.62,23.15,303.77
5008,2013/06/20,9615,187.56,15.47,203.03
5009,2013/06/24,2731,129.79,10.71,140.50
5010,2013/06/13,1110,251.58,20.76,272.34
5011,2013/06/22,17358,139.36,11.50,150.86
5012,2013/06/29,10620,352.81,29.11,381.92
5013,2013/06/26,3672,128.96,10.64,139.60
5014,2013/06/07,10493,107.15,8.84,115.99
5015,2013/06/04,11579,259.77,21.43,281.20
5016,2013/06/09,7614,96.95,8.00,104.95
5017,2013/06/07,16116,149.68,12.35,162.03
5018,2013/06/29,3844,271.64,22.41,294.05
5019,2013/06/30,19,256.30,21.14,277.44
5020,2013/06/18,2357,162.75,13.43,176.18
5021,2013/06/09,18727,179.70,14.83,194.53
5022,2013/06/09,12969,86.58,7.14,93.72
5023,2013/06/02,11759,335.99,27.72,363.71
5024,2013/06/12,2951,257.28,21.23,278.51
5025,2013/06/22,9128,217.57,17.95,235.52
5026,2013/06/14,17540,329.12,27.15,356.27
5027,2013/06/30,14844,183.84,15.17,199.01
5028,2013/06/30,12451,346.76,28.61,375.37
5029,2013/06/20,9393,222.28,18.34,240.62
5030,2013/06/26,11259,79.24,6.54,85.78
5031,2013/06/02,17006,131.88,10.88,142.76
5032,2013/06/14,6601,153.75,12.68,166.43
5033,2013/06/06,13832,328.41,27.09,355.50
5034,2013/06/15,19712,163.11,13.46,176.57
5035,2013/06/01,11638,6.61,0.55,7.16
5036,2013/06/02,16485,100.45,8.29,108.74
5037,2013/06/14,14119,121.00,9.98,130.98
5038,2013/06/26,19497,288.80,23.83,312.63
5039,2013/06/21,10771,284.63,23.48,308.11
5040,2013/06/20,4409,246.07,20.30,266.37
5041,2013/06/23,10516,227.90,18.80,246.70
5042,2013/06/07,19838,370.30,30.55,400.85
5043,2013/06/11,7439,183.67,15.15,198.82
5044,2013/06/16,9751,205.67,16.97,222.64
5045,2013/06/26,19830,275.18,22.70,297.88
5046,2013/06/06,12485,342.55,28.26,370.81
5047,2013/06/22,8604,52.49,4.33,56.82
5048,2013/06/18,19166,341.28,28.16,369.44
5049,2013/06/27,13351,338.79,27.95,366.74
5050,2013/06/05,78,349.28,28.82,378.10
5051,2013/06/04,2064,197.64,16.31,213.95
5052,2013/06/17,12405,28.24,2.33,30.57
5053,2013/06/23,2985,295.08,24.34,319.42
5054,2013/06/19,5377,399.28,32.94,432.22
5055,2013/06/10,15861,124.15,10.24,134.39
5056,2013/06/29,7475,51.41,4.24,55.65
5057,2013/06/21,6897,128.62,10.61,139.23
5058,2013/06/26,19552,366.98,30.28,397.26
5059,2013/06/08,8951,215.62,17.79,233.41
5060,2013/06/04,10377,134.78,11.12,145.90
5061,2013/06/17,7124,107.94,8.91,116.85
5062,2013/06/27,15626,158.00,13.04,171.03
5063,2013/06/09,272,252.13,20.80,272.93
5064,2013/06/21,15018,133.53,11.02,144.55
5065,2013/06/14,8411,64.96,5.36,70.32
5066,2013/06/10,968,138.00,11.38,149.38
5067,2013/06/19,17281,253.30,20.90,274.20
5068,2013/06/26,10661,355.98,29.37,385.35
5069,2013/06/01,9982,80.22,6.62,86.84
5070,2013/06/24,5534,333.58,27.52,361.10
5071,2013/06/22,13421,188.91,15.59,204.50
5072,2013/06/29,13529,220.96,18.23,239.19
5073,2013/06/20,16229,355.82,29.36,385.18
5074,2013/06/16,15760,182.57,15.06,197.63
5075,2013/06/04,3317,244.84,20.20,265.04
5076,2013/06/29,11900,241.73,19.94,261.67
5077,2013/06/08,3782,149.01,12.29,161.30
5078,2013/06/28,9538,371.13,30.62,401.75
5079,2013/06/17,5309,62.24,5.13,67.37
5080,2013/06/29,6389,398.74,32.90,431.64
5081,2013/06/14,16624,170.09,14.03,184.12
5082,2013/06/07,6854,248.52,20.50,269.02
5083,2013/06/11,5386,287.65,23.73,311.38
5084,2013/06/30,9822,352.23,29.06,381.29
5085,2013/06/29,5422,88.28,7.28,95.56
5086,2013/06/29,1471,170.11,14.03,184.14
5087,2013/06/27,3367,123.80,10.21,134.01
5088,2013/06/16,12145,392.91,32.42,425.33
5089,2013/06/01,6067,71.97,5.94,77.91
5090,2013/06/21,4450,366.01,30.20,396.21
5091,2013/06/02,15897,396.22,32.69,428.91
5092,2013/06/25,13192,221.23,18.25,239.48
5093,2013/06/06,7567,6.04,0.50,6.54
5094,2013/06/08,7225,127.35,10.51,137.86
5095,2013/06/18,15673,229.34,18.92,248.26
5096,2013/06/29,4335,116.23,9.59,125.82
5097,2013/06/17,9339,261.70,21.59,283.29
5098,2013/06/22,6242,315.80,26.05,341.85
5099,2013/06/24,5717,247.27,20.40,267.67
5100,2013/06/20,1870,310.07,25.58,335.65
5101,2013/06/10,9114,195.30,16.11,211.41
5102,2013/06/08,10135,67.94,5.61,73.55
5103,2013/06/29,15036,166.61,13.75,180.36
5104,2013/06/06,19597,338.93,27.96,366.89
5105,2013/06/02,1482,54.90,4.53,59.43
5106,2013/06/24,17791,289.99,23.92,313.91
5107,2013/06/23,19807,346.33,28.57,374.90
