4001,2013/05/12,14005,350.60,28.92,379.52
4002,2013/05/25,12910,241.16,19.90,261.06
4003,2013/05/28,7707,242.29,19.99,262.28
4004,2013/05/28,2489,358.32,29.56,387.88
4005,2013/05/30,7577,123.71,10.21,133.92
4006,2013/05/16,35,198.77,16.40,215.17
4007,2013/05/21,15563,277.52,22.90,300.42
4008,2013/05/23,2069,44.22,3.65,47.87
4009,2013/05/07,10934,264.20,21.80,286.00
4010,2013/05/27,8326,361.29,29.81,391.10
4011,2013/05/16,2617,232.96,19.22,252.18
4012,2013/05/16,18110,383.52,31.64,415.16
4013,2013/05/14,2264,79.17,6.53,85.70
4014,2013/05/23,10154,284.83,23.50,308.33
4015,2013/05/26,5341,396.06,32.67,428.73
4016,2013/05/22,1069,187.57,15.47,203.04
4017,2013/05/06,14511,235.69,19.44,255.13
4018,2013/05/07,6791,122.73,10.13,132.86
4019,2013/05/31,4961,311.43,25.69,337.12
4020,2013/05/24,9078,309.48,25.53,335.01
4021,2013/05/14,1001,119.68,9.87,129.55
4022,2013/05/23,9057,151.02,12.46,163.48
4023,2013/05/09,5087,112.41,9.27,121.68
4024,2013/05/04,9029,17.50,1.44,18.94
4025,2013/05/07,14248,230.37,19.01,249.38
4026,2013/05/21,19887,145.73,12.02,157.75
4027,2013/05/28,19260,69.30,5.72,75.02
4028,2013/05/05,17101,361.72,29.84,391.56
4029,2013/05/22,15641,47.77,3.94,51.71
4030,2013/05/07,18016,369.66,30.50,400.16
4031,2013/05/02,11614,137.22,11.32,148.54
4032,2013/05/10,7243,181.72,14.99,196.71
4033,2013/05/12,12846,307.89,25.40,333.29
4034,2013/05/19,10551,304.63,25.13,329.76
4035,2013/05/25,1972,146.77,12.11,158.88
4036,2013/05/26,13586,286.93,23.67,310.60
4037,2013/05/03,1268,130.29,10.75,141.04
4038,2013/05/09,17505,40.87,3.37,44.24
4039,2013/05/30,12954,16.19,1.34,17.53
4040,2013/05/28,143,216.09,17.83,233.92
4041,2013/05/29,12971,1.54,0.13,1.67
4042,2013/05/30,15798,336.53,27.76,364.29
4043,2013/05/05,10254,153.79,12.69,166.48
4044,2013/05/04,1699,235.22,19.41,254.63
4045,2013/05/29,15150,171.06,14.11,185.17
4046,2013/05/18,4162,297.23,24.52,321.75
4047,2013/05/08,10033,1.19,0.10,1.29
4048,2013/05/18,18535,156.98,12.95,169.93
4049,2013/05/10,5426,186.46,15.38,201.84
4050,2013/05/15,17583,238.66,19.69,258.35
4051,2013/05/21,8081,346.15,28.56,374.71
4052,2013/05/03,16498,218.13,18.00,236.13
4053,2013/05/10,17750,203.17,16.76,219.93
4054,2013/05/27,19585,216.25,17.84,234.09
4055,2013/05/09,14407,235.93,19.46,255.39
4056,2013/05/31,8543,50.11,4.13,54.24
4057,2013/05/16,4251,235.07,19.39,254.46
4058,2013/05/13,8926,12.94,1.07,14.01
4059,2013/05/20,6638,194.48,16.04,210.52
4060,2013/05/05,2214,381.65,31.49,413.14
4061,2013/05/26,5193,372.57,30.74,403.31
4062,2013/05/24,5903,107.35,8.86,116.21
4063,2013/05/23,6534,337.16,27.82,364.98
4064,2013/05/11,11084,356.57,29.42,385.99
4065,2013/05/22,3467,135.15,11.15,146.30
4066,2013/05/24,3764,2.13,0.18,2.31
4067,2013/05/07,11834,22.60,1.86,24.46
4068,2013/05/19,15415,310.95,25.65,336.60
4069,2013/05/09,10138,45.49,3.75,49.24
4070,2013/05/24,19600,222.49,18.36,240.85
4071,2013/05/29,15023,97.06,8.01,105.07
4072,2013/05/20,3929,137.09,11.31,148.40
4073,2013/05/10,18512,337.78,27.87,365.65
4074,2013/05/18,9474,238.66,19.69,258.35
4075,2013/05/30,18531,17.51,1.44,18.95
4076,2013/05/21,14690,314.13,25.92,340.05
4077,2013/05/23,16557,234.05,19.31,253.36
4078,2013/05/25,3174,64.88,5.35,70.23
4079,2013/05/21,2662,5.25,0.43,5.68
4080,2013/05/12,11236,175.78,14.50,190.28
4081,2013/05/01,12333,223.99,18.48,242.47
4082,2013/05/22,7213,326.10,26.90,353.00
4083,2013/05/08,15065,229.38,18.92,248.30
4084,2013/05/22,11439,2.66,0.22,2.88
4085,2013/05/23,9253,332.37,27.42,359.79
4086,2013/05/11,2736,385.89,31.84,417.73
4087,2013/05/19,12600,18.86,1.56,20.42
4088,2013/05/31,14424,319.83,26.39,346.22
4089,2013/05/05,12078,350.05,28.88,378.93
4090,2013/05/11,17064,225.86,18.63,244.49
4091,2013/05/28,16691,0.78,0.06,0.84
4092,2013/05/20,4197,231.41,19.09,250.50
4093,2013/05/30,17374,315.86,26.06,341.92
4094,2013/05/18,11664,256.65,21.17,277.82
4095,2013/05/31,5058,348.73,28.77,377.50
4096,2013/05/22,1613,84.17,6.94,91.11
4097,2013/05/30,6644,175.71,14.50,190.21
4098,2013/05/29,16974,294.77,24.32,319.09
4099,2013/05/18,1384,52.64,4.34,56.98
4100,2013/05/21,19339,27.07,2.23,29.30
4101,2013/05/30,14079,173.70,14.33,188.03
4102,2013/05/19,6901,185.79,15.33,201.12
4103,2013/05/01,8297,263.11,21.71,284.82
4104,2013/05/16,16730,388.10,32.02,420.12
4105,2013/05/26,18274,254.53,21.00,275.53
4106,2013/05/16,10912,284.96,23.51,308.47
4107,2013/05/18,1074,356.97,29.45,386.42
4108,2013/05/23,16840,251.77,20.77,272.54
4109,2013/05/20,17851,103.14,8.51,111.65
4110,2013/05/28,16100,226.39,18.68,245.07
4111,2013/05/03,14939,354.04,29.21,383.25
4112,2013/05/21,92,325.90,26.89,352.79
4113,2013/05/25,8799,285.42,23.55,308.97
4114,2013/05/04,6127,331.90,27.38,359.28
4115,2013/05/07,451,307.37,25.36,332.73
4116,2013/05/16,174,324.27,26.75,351.02
4117,2013/05/28,11499,360.41,29.73,390.14
4118,2013/05/16,146,237.36,19.58,256.94
4119,2013/05/04,19164,328.62,27.11,355.73
4120,2013/05/11,19058,60.28,4.97,65.25
4121,2013/05/24,13424,90.28,7.45,97.73
4122,2013/05/08,16906,47.30,3.90,51.20
4123,2013/05/16,4636,187.05,15.43,202.48
4124,2013/05/08,6218,382.37,31.55,413.92
4125,2013/05/14,17532,306.73,25.31,332.04
4126,2013/05/31,5620,38.12,3.14,41.26
4127,2013/05/26,8896,352.39,29.07,381.46
4128,2013/05/02,16106,335.19,27.65,362.84
4129,2013/05/14,17072,256.26,21.14,277.40
4130,2013/05/14,764,72.65,5.99,78.64
4131,2013/05/08,5130,19.09,1.57,20.66
4132,2013/05/02,1772,282.11,23.27,305.38
4133,2013/05/11,1948,253.21,20.89,274.10
4134,2013/05/11,11784,62.03,5.12,67.15
4135,2013/05/15,7695,78.48,6.47,84.95
4136,2013/05/12,19721,100.79,8.32,109.11
4137,2013/05/20,13637,342.66,28.27,370.93
4138,2013/05/17,6185,133.36,11.00,144.36
4139,2013/05/27,1726,118.30,9.76,128.06
4140,2013/05/09,7203,88.26,7.28,95.54
4141,2013/05/03,13437,354.75,29.27,384.02
4142,2013/05/03,13623,54.44,4.49,58.93
4143,2013/05/18,4349,174.07,14.36,188.43
4144,2013/05/16,7776,262.32,21.64,283.96
4145,2013/05/29,13553,327.77,27.04,354.81
4146,2013/05/07,3989,163.16,13.46,176.62
4147,2013/05/17,3150,223.00,18.40,241.40
4148,2013/05/04,7845,221.35,18.26,239.61
4149,2013/05/19,2667,358.02,29.54,387.56
4150,2013/05/24,10219,51.65,4.26,55.91
4151,2013/05/03,7404,173.75,14.33,188.08
4152,2013/05/01,10886,227.23,18.75,245.98
4153,2013/05/05,828,198.40,16.37,214.77
4154,2013/05/30,12990,177.22,14.62,191.84
4155,2013/05/09,10678,358.79,29.60,388.39
4156,2013/05/21,1203,292.86,24.16,317.02
4157,2013/05/01,16619,169.76,14.01,183.77
4158,2013/05/16,16278,212.01,17.49,229.50
4159,2013/05/28,3360,253.01,20.87,273.88
4160,2013/05/02,2428,210.06,17.33,227.39
4161,2013/05/12,17619,188.75,15.57,204.32
4162,2013/05/12,644,64.45,5.32,69.77
4163,2013/05/12,6773,236.68,19.53,256.21
4164,2013/05/28,18540,367.42,30.31,397.73
4165,2013/05/16,258,51.18,4.22,55.40
4166,2013/05/24,8582,67.34,5.56,72.90
4167,2013/05/31,1689,24.97,2.06,27.03
4168,2013/05/02,3389,345.02,28.46,373.48
4169,2013/05/12,7498,184.13,15.19,199.32
4170,2013/05/18,15404,100.60,8.30,108.90
4171,2013/05/06,6546,311.43,25.69,337.12
4172,2013/05/12,4734,20.15,1.66,21.81
4173,2013/05/28,13756,346.98,28.63,375.61
4174,2013/05/08,2964,37.05,3.06,40.11
4175,2013/05/04,11791,94.52,7.80,102.32
4176,2013/05/15,14705,89.06,7.35,96.41
4177,2013/05/06,5436,81.58,6.73,88.31
4178,2013/05/30,4018,383.21,31.61,414.82
4179,2013/05/22,671,187.61,15.48,203.09
4180,2013/05/20,18376,95.74,7.90,103.64
4181,2013/05/18,53,323.19,26.66,349.85
4182,2013/05/28,6496,224.03,18.48,242.51
4183,2013/05/25,2662,69.74,5.75,75.49
4184,2013/05/16,14917,102.72,8.47,111.19
4185,2013/05/30,18065,390.33,32.20,422.53
4186,2013/05/19,5901,24.76,2.04,26.80
4187,2013/05/12,16079,218.62,18.04,236.66
4188,2013/05/26,14635,65.27,5.38,70.65
4189,2013/05/29,10870,145.29,11.99,157.28
4190,2013/05/24,15581,172.23,14.21,186.44
4191,2013/05/23,13704,374.10,30.86,404.96
4192,2013/05/08,8385,237.05,19.56,256.61
4193,2013/05/09,6294,2.72,0.22,2.94
4194,2013/05/19,13303,350.97,28.96,379.93
4195,2013/05/25,16799,143.33,11.82,155.15
4196,2013/05/21,6041,251.64,20.76,272.40
4197,2013/05/27,8212,42.50,3.51,46.01
4198,2013/05/03,13371,58.25,4.81,63.06
4199,2013/05/24,247,114.68,9.46,124.14
4200,2013/05/08,11831,13.89,1.15,15.04
4201,2013/05/19,14759,192.17,15.85,208.02
4202,2013/05/06,5734,109.98,9.07,119.05
4203,2013/05/11,11346,205.19,16.93,222.12
4204,2013/05/04,8218,70.55,5.82,76.37
4205,2013/05/24,19273,3.54,0.29,3.83
4206,2013/05/08,7325,283.40,23.38,306.78
4207,2013/05/16,9859,256.49,21.16,277.65
4208,2013/05/22,13077,63.65,5.25,68.90
4209,2013/05/02,92,152.71,12.60,165.31
4210,2013/05/28,10322,254.68,21.01,275.69
4211,2013/05/29,11760,247.97,20.46,268.43
4212,2013/05/26,10128,1.96,0.16,2.12
4213,2013/05/22,6836,20.87,1.72,22.59
4214,2013/05/17,12734,170.72,14.08,184.80
4215,2013/05/09,17675,122.80,10.13,132.93
4216,2013/05/19,6503,256.45,21.16,277.61
4217,2013/05/15,2096,199.83,16.49,216.32
4218,2013/05/11,6466,121.29,10.01,131.30
4219,2013/05/12,12591,277.94,22.93,300.87
4220,2013/05/24,4260,45.72,3.77,49.49
